업종명,업소명,소재지(도로명),소재지(지번),소재지전화
일반음식점,하동식당,부산광역시 동구 초량로 107 (초량동),부산광역시 동구 초량동 832-33 ,051-465-2990
일반음식점,제주본가초량점,부산광역시 동구 중앙대로 243-8 (초량동),부산광역시 동구 초량동 172-24 ,051-464-6004
일반음식점,영빈관,부산광역시 동구 망양로793번길 8 (수정동),부산광역시 동구 수정동 580-28 ,051-464-5860
일반음식점,떡불킹 부산역점,부산광역시 동구 중앙대로221번길 13 (초량동),부산광역시 동구 초량동 392-3 394-3 ,051-469-0449
일반음식점,동해낙지,부산광역시 동구 중앙대로221번길 43 (초량동),부산광역시 동구 초량동 423-2 ,051-466-9956
일반음식점,남산동 구포촌국수 부산역,"부산광역시 동구 중앙대로203번길 16 (초량동,13)",부산광역시 동구 초량동 465-10 13 ,
일반음식점,막창마을식당,부산광역시 동구 고관로 101 (수정동),부산광역시 동구 수정동 301-4 ,051-466-7955
일반음식점,부산진밀면,부산광역시 동구 중앙대로371번길 8 (수정동),부산광역시 동구 수정동 1-117 ,051-441-5953
일반음식점,불끈낙지 부산역점,부산광역시 동구 중앙대로 203 (초량동),부산광역시 동구 초량동 1207-21 ,051-469-0410
일반음식점,초량돼지국밥,부산광역시 동구 중앙대로214번길 3-12 (초량동),부산광역시 동구 초량동 1200-2 ,051-469-6611
일반음식점,탑건(진역점),부산광역시 동구 중앙대로371번길 9 (수정동),부산광역시 동구 수정동 3-3 ,051-468-0606
일반음식점,우지커피 부산역점,부산광역시 동구 중앙대로 203 (초량동),부산광역시 동구 초량동 1207-21 1층 ,
일반음식점,뉴리틀인디아(부산역점),부산광역시 동구 중앙대로 205 (초량동),부산광역시 동구 초량동 1207-15 ,051-465-7787
일반음식점,미미솔,부산광역시 동구 조방로38번길 9 (범일동),부산광역시 동구 범일동 830-155 ,051-637-5292
일반음식점,다도해 아구찜,부산광역시 동구 고관로 140-20 (수정동),부산광역시 동구 수정동 227-51 ,051-467-6968
일반음식점,영남추어탕,부산광역시 동구 중앙대로221번길 11 (초량동),부산광역시 동구 초량동 392-2 ,
일반음식점,진예각왕만두,부산광역시 동구 대영로239번길 31 (초량동),부산광역시 동구 초량동 595-2 ,051-467-9931
일반음식점,금채 복이네 산꼼장어,"부산광역시 동구 초량로 25 (초량동,,275-2, 276-4)","부산광역시 동구 초량동 275 ,275-2, 276-4 ",051-441-6086
일반음식점,보스턴,부산광역시 동구 중앙대로209번길 7 (초량동),부산광역시 동구 초량동 491-3 ,051-464-6638
일반음식점,멤버,부산광역시 동구 초량상로 115-1 (초량동),부산광역시 동구 초량동 113-13 ,051-463-1275
일반음식점,숯불에 닭(부산초량점),부산광역시 동구 초량중로 101 (초량동),부산광역시 동구 초량동 110-32 ,
일반음식점,북경만두,부산광역시 동구 초량상로 81 (초량동),부산광역시 동구 초량동 287-23 ,051-464-5556
일반음식점,우리돼지국밥,"부산광역시 동구 초량로 27-1 (초량동,,281-25)","부산광역시 동구 초량동 277-2 ,281-25 ",051-687-5623
일반음식점,오페라하우스,부산광역시 동구 중앙대로195번가길 26 (초량동),부산광역시 동구 초량동 448-1 ,051-467-1457
일반음식점,한양족발,부산광역시 동구 중앙대로533번길 14 (범일동),부산광역시 동구 범일동 29-3 ,051-635-3534
일반음식점,아지모리,부산광역시 동구 초량로16번길 4 (초량동),부산광역시 동구 초량동 196-11 ,
일반음식점,주렁박,부산광역시 동구 초량중로34번길 18 (초량동),부산광역시 동구 초량동 582-1 ,
일반음식점,선화당,부산광역시 동구 초량로 63 (초량동),부산광역시 동구 초량동 818-7 ,051-468-5217
일반음식점,꼬꼬아찌치킨,부산광역시 동구 망양로 629-1 (수정동),부산광역시 동구 수정동 1189-8 ,051-441-9877
일반음식점,비어박스,부산광역시 동구 초량로 44 (초량동),부산광역시 동구 초량동 806-171 ,051-469-1353
일반음식점,등나무아구찜,부산광역시 동구 수정중로 16-6 (수정동),부산광역시 동구 수정동 800-6 ,051-468-0533
일반음식점,성태(成泰),부산광역시 동구 초량상로 82 (초량동),부산광역시 동구 초량동 296-26 ,051-463-9997
일반음식점,진심을 담다,부산광역시 동구 중앙대로349번길 46 (수정동),부산광역시 동구 수정동 96-4 ,
일반음식점,대박통술집,부산광역시 동구 고관로 35 (수정동),부산광역시 동구 수정동 397-27 ,051-464-8151
일반음식점,용공장,부산광역시 동구 진성로9번길 21 (수정동),부산광역시 동구 수정동 3-2 ,051-465-3392
일반음식점,청도갈비,부산광역시 동구 초량중로 85 (초량동),부산광역시 동구 초량동 268-2 ,051-467-8277
일반음식점,인생닭강정 부산초량점,부산광역시 동구 고관로29번길 18 (초량동),부산광역시 동구 초량동 38 ,051-463-0871
일반음식점,마봉자초량2호점,부산광역시 동구 중앙대로251번길 34-1 (초량동),부산광역시 동구 초량동 143-10 ,051-462-1232
일반음식점,명품숯불바다장어,부산광역시 동구 부산진성공원로 1-16 (범일동),부산광역시 동구 범일동 617-1 ,
일반음식점,쏘시지요 진역점,"부산광역시 동구 진성로 13 (수정동,,216, 217-3)","부산광역시 동구 수정동 215-1 ,216, 217-3 ",051-806-8000
일반음식점,홍보석(부산점),"부산광역시 동구 범일로 125 (범일동,,9층일부)","부산광역시 동구 범일동 62-5 ,9층일부 ",051-667-0892
일반음식점,낭만에 대하여,부산광역시 동구 망양로 829 (수정동),부산광역시 동구 수정동 433-3 ,051-464-2093
일반음식점,고기백화점 식육식당,부산광역시 동구 중앙대로180번길 12-3 (초량동),부산광역시 동구 초량동 1213-3 ,051-441-9291
일반음식점,포항 참가자미횟집,부산광역시 동구 중앙대로214번길 7-5 (초량동),부산광역시 동구 초량동 1200-12 ,051-463-2640
일반음식점,남원골추어탕,부산광역시 동구 중앙대로286번길 3-4 (초량동),부산광역시 동구 초량동 1162-7 ,051-463-4124
일반음식점,밀양돼지갈비,부산광역시 동구 초량로 17-5 (초량동),부산광역시 동구 초량동 197-35 ,051-466-4546
일반음식점,올드팝,부산광역시 동구 중앙대로 515-1 (범일동),부산광역시 동구 범일동 80-3 ,051-635-9676
일반음식점,참숯골 2,부산광역시 동구 조방로49번길 25 (범일동),부산광역시 동구 범일동 830-264 ,051-643-8000
일반음식점,조방떡볶이,부산광역시 동구 범일로90번길 10 (범일동),부산광역시 동구 범일동 570-11 ,051-638-1144
일반음식점,광장호텔 더스퀘어,부산광역시 동구 중앙대로214번길 7 (초량동),부산광역시 동구 초량동 1200-17 ,051-464-3575
일반음식점,장원웰빙오리,부산광역시 동구 진성로3번길 10 (수정동),부산광역시 동구 수정동 1-216 ,051-465-2662
일반음식점,키키,부산광역시 동구 대영로243번길 31 (초량동),부산광역시 동구 초량동 610-2 ,
일반음식점,더 닛코,부산광역시 동구 초량상로 91-1 (초량동),부산광역시 동구 초량동 280-2 ,051-465-3737
일반음식점,장수삼계탕,"부산광역시 동구 중앙대로361번길 24-8 (수정동,, 190-1)","부산광역시 동구 수정동 189-1 , 190-1 ",051-467-4404
일반음식점,양지아구찜,부산광역시 동구 초량중로 96 (초량동),부산광역시 동구 초량동 135-43 ,051-441-5459
일반음식점,토로,부산광역시 동구 조방로49번길 23-6 (범일동),부산광역시 동구 범일동 830-265 ,051-646-3539
일반음식점,금호,부산광역시 동구 초량중로 58-14 (초량동),부산광역시 동구 초량동 438 ,051-464-9824
일반음식점,원조부산밀면,부산광역시 동구 중앙대로231번길 7 (초량동),부산광역시 동구 초량동 349-1 ,
일반음식점,시카고,부산광역시 동구 대영로243번길 86 (초량동),부산광역시 동구 초량동 1207-18 ,051-464-0111
일반음식점,참숯골,부산광역시 동구 조방로49번길 25 (범일동),부산광역시 동구 범일동 830-264 ,051-643-8000
일반음식점,미식가의 구이,"부산광역시 동구 중앙대로231번길 16, 1층 (초량동)",부산광역시 동구 초량동 207-7 207-10 ,051-468-9599
일반음식점,생생돈까스,부산광역시 동구 범상로 8-1 (범일동),부산광역시 동구 범일동 1438-441 7통1반 ,051-647-2535
일반음식점,홍성방,부산광역시 동구 중앙대로179번길 16 (초량동),부산광역시 동구 초량동 571 ,
일반음식점,오코노미,부산광역시 동구 중앙대로251번길 34-1 (초량동),부산광역시 동구 초량동 143-10 ,051-462-0049
일반음식점,우겹다짐,부산광역시 동구 중앙대로251번길 34-1 (초량동),부산광역시 동구 초량동 143-10 ,
일반음식점,조방낙지,부산광역시 동구 조방로 21 (범일동),부산광역시 동구 범일동 830-61 ,051-637-1001
일반음식점,수정골,부산광역시 동구 수정로 19-1 (수정동),부산광역시 동구 수정동 844-48 ,051-441-1190
일반음식점,신창돼지국밥,부산광역시 동구 중앙대로214번길 3-4 (초량동),부산광역시 동구 초량동 1200-8 ,051-465-7180
일반음식점,소문난 미가네손칼국수,부산광역시 동구 구봉로 9-1 (초량동),부산광역시 동구 초량동 806-218 ,051-466-0782
일반음식점,청와대숯불갈비,"부산광역시 동구 정공단로 15-2 (좌천동,(지하1층))",부산광역시 동구 좌천동 517-1 (지하1층) ,051-643-1675
일반음식점,스완양분식,부산광역시 동구 중앙대로236번길 7-5 (초량동),부산광역시 동구 초량동 1194-9 ,051-634-2846
일반음식점,주원식당,부산광역시 동구 홍곡로 91 (수정동),부산광역시 동구 수정동 327-11 ,051-466-7735
일반음식점,송백숯불농원,부산광역시 동구 진성로28번길 9 (좌천동),부산광역시 동구 좌천동 692-22 ,051-633-3689
일반음식점,파라다이스,부산광역시 동구 중앙대로221번길 16 (초량동),부산광역시 동구 초량동 389-4 ,051-467-1958
일반음식점,충무김밥여행,부산광역시 동구 수정로 3 (수정동),부산광역시 동구 수정동 61-3 ,051-466-0102
일반음식점,동양분식,부산광역시 동구 중앙대로180번길 6 (초량동),부산광역시 동구 초량동 1212-1 ,051-466-3787
일반음식점,피자에땅 수정점,부산광역시 동구 수정로 29 (수정동),부산광역시 동구 수정동 848-12 ,051-441-7501
일반음식점,범일동에서 맥주한잔,부산광역시 동구 조방로49번길 2 (범일동),부산광역시 동구 범일동 834-12 ,
일반음식점,소나무집,,부산광역시 동구 초량동 404 ,051-441-3436
일반음식점,고메회초밥,부산광역시 동구 조방로38번길 3 (범일동),부산광역시 동구 범일동 830-168 ,051-635-0777
일반음식점,양지추어탕,부산광역시 동구 중앙대로371번길 70-4 (수정동),부산광역시 동구 수정동 550-10 ,051-467-3924
일반음식점,장터돼지국밥,부산광역시 동구 범곡북로 11 (범일동),부산광역시 동구 범일동 1307-9 ,051-636-2658
일반음식점,대지집숯불갈비,부산광역시 동구 범일로89번길 20 (범일동),부산광역시 동구 범일동 932-7 ,051-633-7799
일반음식점,다홍,부산광역시 동구 망양로 860-1 (좌천동),부산광역시 동구 좌천동 910-4 ,051-633-8884
일반음식점,테드,부산광역시 동구 중앙대로221번길 3 (초량동),부산광역시 동구 초량동 377-7 ,051-442-2284
일반음식점,범일 식당,부산광역시 동구 중앙대로533번길 14 (범일동),부산광역시 동구 범일동 29-3 ,051-646-1545
일반음식점,신풍갈비,부산광역시 동구 초량로 17-10 (초량동),부산광역시 동구 초량동 197-45 ,051-465-7892
일반음식점,밤이면 밤마다,부산광역시 동구 범일로90번길 10 (범일동),부산광역시 동구 범일동 570-11 ,
일반음식점,511더치커피,부산광역시 동구 고관로 135 (수정동),부산광역시 동구 수정동 231-23 ,051-468-9639
일반음식점,금수레민속주점,부산광역시 동구 중앙대로 521 (범일동),부산광역시 동구 범일동 73-2 ,051-645-3359
일반음식점,석화,"부산광역시 동구 조방로 21 (범일동,5층)",부산광역시 동구 범일동 830-61 5층 ,051-632-5004
일반음식점,미조대구뽈찜,부산광역시 동구 진성로28번길 27-1 (좌천동),부산광역시 동구 좌천동 689-74 ,051-611-3237
일반음식점,합천횟집,부산광역시 동구 망양로 922 (범일동),부산광역시 동구 범일동 1424-9 ,051-635-5701
일반음식점,다께,부산광역시 동구 범일로102번길 12 (범일동),부산광역시 동구 범일동 830-257 ,051-631-6890
일반음식점,천일식당,부산광역시 동구 진성로9번길 34-1 (수정동),부산광역시 동구 수정동 189-10 ,051-467-2229
일반음식점,(재)케이티그룹희망나눔재단부산,"부산광역시 동구 부산진성공원로 23, KT부산정보통신센터 (범일동)",부산광역시 동구 범일동 830-29 KT부산정보통신센터 ,051-638-7000
일반음식점,엄마밥 한식뷔페,부산광역시 동구 중앙대로236번길 3-4 (초량동),부산광역시 동구 초량동 1194-10 ,051-422-2436
일반음식점,진짜배기 남원추어탕,"부산광역시 동구 초량중로 73, 1층 (초량동)",부산광역시 동구 초량동 297-3 ,051-316-0023
일반음식점,양지아구찜,부산광역시 동구 초량로 5-1 (초량동),부산광역시 동구 초량동 207-8 ,051-468-5459
일반음식점,목촌 돼지국밥,부산광역시 동구 범일로102번길 9 (범일동),부산광역시 동구 범일동 830-51 ,051-632-6622
일반음식점,굽네치킨(초량점),부산광역시 동구 초량로 59 (초량동),부산광역시 동구 초량동 906-2 ,051-467-9294
일반음식점,마당집,부산광역시 동구 홍곡로 6 (초량동),부산광역시 동구 초량동 130-12 ,051-465-6785
일반음식점,훈춘양고기,부산광역시 동구 중앙대로 243-10 (초량동),부산광역시 동구 초량동 172-6 ,051-467-6788
일반음식점,키스,부산광역시 동구 범일로 109 (범일동),부산광역시 동구 범일동 902-9 ,051-646-6044
일반음식점,시장생선구이,"부산광역시 동구 고관로 123 (수정동,(지하))",부산광역시 동구 수정동 244-1 (지하) ,051-467-7711
일반음식점,하늘섬,부산광역시 동구 초량로 9-1 (초량동),부산광역시 동구 초량동 197-21 ,051-441-5154
일반음식점,대갓집,부산광역시 동구 수정로 28 (수정동),부산광역시 동구 수정동 855-1 ,051-441-0086
일반음식점,쉐프 골목포차,부산광역시 동구 진성로9번길 9-7 (수정동),부산광역시 동구 수정동 1-154 ,051-466-1599
일반음식점,씨유(CU)동구수정점1,부산광역시 동구 중앙대로371번길 25 (수정동),부산광역시 동구 수정동 193-1 ,051-468-0999
일반음식점,맛나감자탕,부산광역시 동구 초량상로 98 (초량동),부산광역시 동구 초량동 132-8 132-11 ,051-463-7733
일반음식점,섬진강재첩국,부산광역시 동구 진성로 17 (수정동),부산광역시 동구 수정동 247-28 ,051-4413-000
일반음식점,좋은친구,부산광역시 동구 초량로 82 (초량동),부산광역시 동구 초량동 827-36 ,051-465-1860
일반음식점,부산보리밥,"부산광역시 동구 조방로49번길 11, A동 17129호 (범일동,830-45)",부산광역시 동구 범일동 830-44 830-45 A동 17129호,051-635-8541
일반음식점,고려홍삼삼계탕,부산광역시 동구 범일로102번길 16-9 (범일동),부산광역시 동구 범일동 830-268 ,051-638-3317
일반음식점,신선식당,부산광역시 동구 조방로49번길 13 (범일동),부산광역시 동구 범일동 830-46 ,051-631-9209
일반음식점,국제통닭범일점,"부산광역시 동구 조방로49번길 11 (범일동,,830-45 제일상가A동(17115,17221,17674,17675호))","부산광역시 동구 범일동 830-44 ,830-45 제일상가A동(17115,17221,17674,17675호) ",051-642-7766
일반음식점,진주식당,부산광역시 동구 대영로243번길 18 (초량동),부산광역시 동구 초량동 618-1 ,051-469-6662
일반음식점,원조동두천부대찌게,"부산광역시 동구 부산진성공원로 24 (570-17,584-14,584-40) (범일동)",부산광역시 동구 범일동 570-5 ,051-646-0500
일반음식점,유가네 닭갈비,"부산광역시 동구 진성로 13 (수정동,, 216, 217-3)","부산광역시 동구 수정동 215-1 , 216, 217-3 ",051-466-9233
일반음식점,중남해,부산광역시 동구 대영로243번길 27 (초량동),부산광역시 동구 초량동 609-2 ,051-469-9333
일반음식점,서울마님죽,부산광역시 동구 진성로9번길 42 (수정동),부산광역시 동구 수정동 184-2 ,
일반음식점,명당만두,부산광역시 동구 진성로9번길 42 (수정동),부산광역시 동구 수정동 184-2 ,051-469-6326
일반음식점,합천국밥,"부산광역시 동구 조방로49번길 11 (범일동,45 제일상가A동(17106,17124호))","부산광역시 동구 범일동 830-44 45 제일상가A동(17106,17124호) ",051-647-6270
일반음식점,부산해수랜드 찜질방,"부산광역시 동구 조방로34번길 9 (범일동,,830-172,830-181)","부산광역시 동구 범일동 830-171 ,830-172,830-181 ",051-635-0700
일반음식점,가스름제주생고기촌,"부산광역시 동구 중앙대로 511 (범일동,,97-5,98-2)","부산광역시 동구 범일동 96-3 ,97-5,98-2 ",051-636-5574
일반음식점,팔도미역 부산역점,부산광역시 동구 중앙대로196번길 6-7 (초량동),부산광역시 동구 초량동 1204-7 ,051-464-1110
일반음식점,골목게장,부산광역시 동구 범일로 103-8 (범일동),부산광역시 동구 범일동 915-7 ,051-645-2468
일반음식점,산청국밥,"부산광역시 동구 초량로13번길 26 (초량동, 310-3)","부산광역시 동구 초량동 310-3 , 311-4 ",051-463-2339
일반음식점,조선우육탕&면 초량점,부산광역시 동구 초량로40번길 10 (초량동),부산광역시 동구 초량동 806-42 ,051-466-1575
일반음식점,규봉카레,부산광역시 동구 중앙대로 393 (수정동),부산광역시 동구 수정동 229-6 ,051-462-0444
일반음식점,영주숯불갈비,부산광역시 동구 정공단로 38 (좌천동),부산광역시 동구 좌천동 428-4 ,051-634-1747
일반음식점,김밥천국,부산광역시 동구 대영로243번길 111 (초량동),부산광역시 동구 초량동 379-1 ,051-469-1007
일반음식점,엠비스,"부산광역시 동구 대영로243번길 78 (초량동,(1층))",부산광역시 동구 초량동 1208-12 (1층) ,051-465-5868
일반음식점,김해식당,"부산광역시 동구 조방로49번길 13, 제일상가B동 17431,1743호 (범일동,,830-47,-48)","부산광역시 동구 범일동 830-46 ,830-47,-48 제일상가B동 17431,1743호",051-636-1101
일반음식점,김해 뒷고기,부산광역시 동구 중앙대로195번가길 24 (초량동),부산광역시 동구 초량동 449-1 ,051-467-4343
일반음식점,화담양꼬치,"부산광역시 동구 초량로13번길 86 (초량동,,513-6)","부산광역시 동구 초량동 514-4 ,513-6 ",051-469-8675
일반음식점,고려삼계탕,부산광역시 동구 고관로29번길 20-6 (초량동),부산광역시 동구 초량동 35-7 ,051-467-4879
일반음식점,(주)큰집 밀양순대돼지국밥 부산역점,"부산광역시 동구 중앙대로231번길 5 (초량동,(1층))",부산광역시 동구 초량동 348-2 (1층) ,051-442-1117
일반음식점,카라(KARA),"부산광역시 동구 고관로 129-2 (수정동,(2층))",부산광역시 동구 수정동 234-14 (2층) ,051-462-0305
일반음식점,중화각,"부산광역시 동구 망양로689번길 10 (수정동,(1층))",부산광역시 동구 수정동 1171-8 (1층) ,051-465-7774
일반음식점,오늘,"부산광역시 동구 범일로 92-13 (범일동,1층)",부산광역시 동구 범일동 832-8 1층 ,051-643-5788
일반음식점,77돼지숯불갈비,"부산광역시 동구 진성로9번길 30-1 (수정동,(1,2층))","부산광역시 동구 수정동 189-8 (1,2층) ",051-466-0777
일반음식점,빈궁,"부산광역시 동구 중앙대로286번길 7-4 (초량동,케이씨비 1층101호)",부산광역시 동구 초량동 1161-8 케이씨비 1층101호 ,051-442-0710
일반음식점,발리,"부산광역시 동구 중앙대로195번길 24 (초량동,,533-1,1100-15,541-3 (5층))","부산광역시 동구 초량동 542 ,533-1,1100-15,541-3 (5층) ",
일반음식점,엔제리너스 부산역광장점,"부산광역시 동구 중앙대로214번길 3-2 (초량동,(2층))",부산광역시 동구 초량동 1200-11 (2층) ,051-469-6363
일반음식점,덕혜원,"부산광역시 동구 망양로 799-1 (수정동,(1층))",부산광역시 동구 수정동 523-1 (1층) ,051-464-5555
일반음식점,게이코,"부산광역시 동구 중앙대로 521 (범일동,(1층))",부산광역시 동구 범일동 73-2 (1층) ,051-633-3022
일반음식점,숙이식당,부산광역시 동구 진성로9번길 46 (수정동),부산광역시 동구 수정동 184-4 ,051-441-9865
일반음식점,청둥오리251,"부산광역시 동구 중앙대로251번길 48-2 (초량동,(1층))",부산광역시 동구 초량동 133-5 (1층) ,051-466-1335
일반음식점,건양정홍삼삼계탕 수정점,"부산광역시 동구 고관로 102 (수정동,동환빌딩 2층)",부산광역시 동구 수정동 159-1 동환빌딩 2층 ,051-462-3335
일반음식점,토니카쿠라멘,"부산광역시 동구 중앙대로236번길 3-6 (초량동,유성B/D 2층)",부산광역시 동구 초량동 1194-7 유성B/D 2층 ,051-441-4471
일반음식점,안목 부산역점,"부산광역시 동구 중앙대로214번길 3-10 (초량동,(1층))",부산광역시 동구 초량동 1200-4 (1층) ,051-441-0555
일반음식점,바다횟집,"부산광역시 동구 정공단로 11 (좌천동,(지하1층))",부산광역시 동구 좌천동 535-13 (지하1층) ,051-647-8887
일반음식점,족발신선생 부산초량점,"부산광역시 동구 초량상로 87, 1~2층 (초량동)",부산광역시 동구 초량동 937-51 ,051-441-1141
일반음식점,보람상조개발(주)좌천봉생병원장례식장,"부산광역시 동구 중앙대로 401 (좌천동,,682-23 (지하2층))","부산광역시 동구 좌천동 682-1 ,682-23 (지하2층) ",
일반음식점,중화1983,"부산광역시 동구 부산진성공원로 30, 1층 (범일동)",부산광역시 동구 범일동 829-3 ,051-647-4131
일반음식점,원,"부산광역시 동구 범일로89번길 26 (범일동,(1층))",부산광역시 동구 범일동 927-1 (1층) ,051-631-8559
일반음식점,더바른식당,"부산광역시 동구 진성로9번길 11 (수정동,(1층))",부산광역시 동구 수정동 1-161 (1층) ,
일반음식점,수정생아구탕,부산광역시 동구 중앙대로399번길 13 (수정동),"부산광역시 동구 수정동 228-40 228-39, 1층 ",051-441-5929
일반음식점,이바돔양곱창,"부산광역시 동구 범일로90번길 14 (범일동,(1,2층))","부산광역시 동구 범일동 572-5 (1,2층) ",051-645-5223
일반음식점,기장멸치쌈밥,"부산광역시 동구 진시장로 13 (범일동,(1층 102호))",부산광역시 동구 범일동 644-10 (1층 102호) ,051-631-0446
일반음식점,천백돈까스,"부산광역시 동구 초량상로 124-1 (초량동,(1층))",부산광역시 동구 초량동 100-8 (1층) ,
일반음식점,청기와식당,"부산광역시 동구 중앙대로320번길 7-2 (초량동,(1층))",부산광역시 동구 초량동 1154-6 (1층) ,051-442-2558
일반음식점,소반한식,"부산광역시 동구 중앙대로 206 (초량동,(3층))",부산광역시 동구 초량동 1187-1 (3층) ,051-260-8916
일반음식점,향촌오리불고기식당,"부산광역시 동구 조방로49번길 13, 1층 17422,17433호 (범일동, 제일상가아파트)",부산광역시 동구 범일동 830-46 제일상가아파트 ,051-646-2012
일반음식점,뚱삼이와 대삼이,"부산광역시 동구 초량로 42 (초량동,(1층))",부산광역시 동구 초량동 806-14 (1층) ,051-466-4750
일반음식점,거북이동네 초량점,부산광역시 동구 초량상로 94 (초량동),부산광역시 동구 초량동 279-1 ,051-469-5656
일반음식점,문어사냥,부산광역시 동구 고관로 135-2 (수정동),"부산광역시 동구 수정동 230-4 230-9(1,2층) ",
일반음식점,바코드(barcode),"부산광역시 동구 중앙대로371번길 22 (수정동,지상(2층))",부산광역시 동구 수정동 201-5 지상(2층) ,
일반음식점,청도고을,"부산광역시 동구 범일로90번길 16-6 (범일동,단층(1층))",부산광역시 동구 범일동 577 단층(1층) ,051-643-2555
일반음식점,매니아,"부산광역시 동구 범일로89번길 21 (범일동,지상1층)",부산광역시 동구 범일동 658-37 지상1층 ,
일반음식점,보림통닭,"부산광역시 동구 범곡북로 11, 평온상가아파트 1층 23419-5호 (범일동)",부산광역시 동구 범일동 1307-9 평온상가아파트 1층 23419-5호 ,051-632-3081
일반음식점,진역골목식당,"부산광역시 동구 진성로9번길 13-3 (수정동,(1층))",부산광역시 동구 수정동 1-164 (1층) ,051-442-5110
일반음식점,황산밀면,부산광역시 동구 중앙대로180번길 6-11 (초량동),부산광역시 동구 초량동 1212-5 ,051-469-2008
일반음식점,닭굽는마을,부산광역시 동구 망양로 909 (범일동),부산광역시 동구 범일동 1424-98 ,051-644-6889
일반음식점,교촌치킨 초량점,부산광역시 동구 초량상로 102 (초량동),부산광역시 동구 초량동 132-1 ,051-441-9994
일반음식점,브로드웨이(BROADWAY),부산광역시 동구 대영로243번길 72 (초량동),부산광역시 동구 초량동 1208-21 ,051-468-7726
일반음식점,은하식당,"부산광역시 동구 범곡남로 10 (범일동,양지아트빌라 101호)",부산광역시 동구 범일동 1371-1 양지아트빌라 101호 ,051-645-9990
일반음식점,대호포차,부산광역시 동구 조방로49번길 11 (범일동),부산광역시 동구 범일동 830-44 ,
일반음식점,미정씨 오리훈제 바베큐,부산광역시 동구 수정로 19-1 (수정동),부산광역시 동구 수정동 844-48 ,
일반음식점,서라벌오리,부산광역시 동구 조방로34번길 6 (범일동),부산광역시 동구 범일동 830-124 ,
일반음식점,화로고깃집,부산광역시 동구 진성로 12 (수정동),부산광역시 동구 수정동 214-7 ,
일반음식점,형제갈비,"부산광역시 동구 초량로 15-4 (초량동,(1층))",부산광역시 동구 초량동 197-32 (1층) ,051-467-9296
일반음식점,오복쌈밥,"부산광역시 동구 조방로49번길 13, 1층 17439,17440,17441,17442호 (범일동)",부산광역시 동구 범일동 830-46 ,
일반음식점,좌천집,부산광역시 동구 중앙대로 459-9 (좌천동),부산광역시 동구 좌천동 468-3 475-1 ,051-635-0089
일반음식점,천후,"부산광역시 동구 진성로3번길 6 (수정동,(1층))",부산광역시 동구 수정동 1-139 (1층) ,
일반음식점,마루팥빙수 단팥죽&찰떡볶이(본점),"부산광역시 동구 중앙대로179번길 9, 1층 101호 (초량동)",부산광역시 동구 초량동 611 ,
일반음식점,초량 끝판왕,부산광역시 동구 고관로13번길 23 (초량동),부산광역시 동구 초량동 65-4 ,051-465-1512
일반음식점,지맨(G- men),부산광역시 동구 범일로89번길 39 (범일동),부산광역시 동구 범일동 662-34 ,
일반음식점,장원돼지국밥,"부산광역시 동구 고관로 129-1 (수정동,(1층))",부산광역시 동구 수정동 234-7 (1층) ,
일반음식점,부평통닭,부산광역시 동구 조방로49번길 13 (범일동),부산광역시 동구 범일동 830-46 ,
일반음식점,"꼬리치는장어,산곰장어","부산광역시 동구 고관로 129-1 (수정동,(2층))",부산광역시 동구 수정동 234-7 (2층) ,
일반음식점,창현수산,"부산광역시 동구 범일로90번길 16-9, 1층 (범일동)",부산광역시 동구 범일동 579-10 ,051-639-5000
일반음식점,마마,부산광역시 동구 중앙대로209번길 6 (초량동),부산광역시 동구 초량동 489-4 ,
일반음식점,협성프라자 협성뷔페,"부산광역시 동구 중앙대로 360 (수정동,(12층,13층))","부산광역시 동구 수정동 79-788 (12층,13층) ",051-440-7080
일반음식점,명가,"부산광역시 동구 홍곡남로 8-1 (수정동,(1층))",부산광역시 동구 수정동 1043-49 (1층) ,051-468-9995
일반음식점,소문난갈치전문점,부산광역시 동구 조방로49번길 23-10 (범일동),부산광역시 동구 범일동 830-261 ,
일반음식점,700비어 범일역점,부산광역시 동구 조방로49번길 27-3 (범일동),부산광역시 동구 범일동 830-214 ,051-637-6788
일반음식점,무봤나세발낚지,"부산광역시 동구 조방로49번길 11 (범일동,제일상가9호)",부산광역시 동구 범일동 830-44 제일상가9호 ,051-631-3234
일반음식점,두래아구찜,"부산광역시 동구 고관로 82-1 (수정동,(1층))",부산광역시 동구 수정동 100-12 (1층) ,051-469-2007
일반음식점,포레일,"부산광역시 동구 중앙대로 206 (초량동,부산역사(1층))",부산광역시 동구 초량동 1187-1 부산역사(1층) ,051-463-4071
일반음식점,삼산면옥,부산광역시 동구 초량상로 76 (초량동),부산광역시 동구 초량동 295-18 ,
일반음식점,왕뚜껑 의정부 부대찌개,"부산광역시 동구 진성로9번길 5 (수정동,(1층))",부산광역시 동구 수정동 1-19 (1층) ,051-467-1717
일반음식점,라메르관광호텔 해수커피,부산광역시 동구 조방로34번길 9 (범일동),부산광역시 동구 범일동 830-171 ,051-635-0700
일반음식점,부경불백,부산광역시 동구 구봉로 2 (초량동),부산광역시 동구 초량동 667-12 ,051-463-9914
일반음식점,만복국수,부산광역시 동구 진성로9번길 3 (수정동),부산광역시 동구 수정동 210-21 ,051-465-1187
